cnt,var,year,Agriculture,Mining,Manufacturing,Utilities,Construction,Trade services,Transport services,Business services,Financial services,Real estate,Government services,Other services,Total
UGA,VA_Q15,2018,21137406,742741,7653202,3325746,7311939,14803223,2892175,8127814,2975302,4339099,10786960,2010278,87118947
UGA,EMP,1990,4584,12,356,5,60,759,90,20,10,1,229,147,6271
UGA,EMP,1991,4670,16,396,6,63,750,97,22,10,1,243,162,6435
UGA,EMP,1992,4772,16,399,5,63,744,96,21,9,1,261,165,6554
UGA,EMP,1993,4835,16,408,6,65,761,97,25,10,1,269,190,6684
UGA,EMP,1994,4944,14,432,7,75,766,101,25,10,1,274,178,6826
UGA,EMP,1995,4989,15,436,7,80,847,104,29,10,1,280,184,6983
UGA,EMP,1996,5046,21,476,7,83,891,106,33,11,2,290,192,7157
UGA,EMP,1997,5173,28,559,9,94,945,110,37,11,2,228,155,7351
UGA,EMP,1998,5313,27,551,8,96,1010,106,39,16,2,238,162,7568
UGA,EMP,1999,5460,27,565,8,99,1054,108,43,15,2,260,171,7812
UGA,EMP,2000,5645,28,556,8,99,1108,108,49,15,2,281,189,8089
UGA,EMP,2001,5866,28,549,8,98,1158,107,58,18,2,308,203,8404
UGA,EMP,2002,6071,30,540,9,109,1228,107,64,22,3,353,227,8763
UGA,EMP,2003,6362,28,565,9,120,1315,114,75,21,3,389,259,9260
UGA,EMP,2004,6486,28,556,8,132,1292,125,73,22,3,404,282,9413
UGA,EMP,2005,6613,31,554,8,156,1286,129,66,22,3,411,294,9572
UGA,EMP,2006,6672,33,535,7,166,1348,138,67,24,4,435,311,9739
UGA,EMP,2007,6797,32,538,8,175,1389,152,68,22,5,424,316,9926
UGA,EMP,2008,6870,32,534,6,205,1466,163,69,23,5,415,324,10113
UGA,EMP,2009,7050,30,535,6,227,1474,177,75,22,6,434,323,10359
UGA,EMP,2010,7038,33,533,5,233,1480,201,88,23,6,473,322,10438
UGA,EMP,2011,7002,35,540,5,275,1490,225,85,23,7,505,324,10517
UGA,EMP,2012,7012,36,527,5,280,1483,252,89,23,8,552,333,10601
UGA,EMP,2013,8047,42,523,5,287,1461,260,95,23,8,584,335,11670
UGA,EMP,2014,8335,55,572,6,307,1516,284,98,30,8,645,364,12220
UGA,EMP,2015,8633,77,653,6,312,1605,316,107,32,8,687,384,12820
UGA,EMP,2016,9017,94,701,7,332,1703,346,119,34,8,758,422,13541
UGA,EMP,2017,9385,117,730,9,338,1786,371,131,37,8,838,474,14224
UGA,EMP,2018,9774,146,726,9,365,1853,381,143,38,8,854,505,14802
VNM,VA,1990,16252000,2185000,5142000,573000,1613000,7234000,1066980,1411266,1554775,4482241,3187000,1026000,45727261
VNM,VA,1991,31058000,4176000,10051000,966000,3059000,11976000,2105978,2214394,3515694,5628456,6014000,1775000,82539523
VNM,VA,1992,37513000,5306000,17015000,1635000,6179000,18986000,3432892,3592647,4972106,9227120,7587000,3165000,118610765
VNM,VA,1993,41895000,7215000,21275000,1944000,10101000,25334000,4191338,4738058,7355036,13077986,12022000,4086000,153234417
VNM,VA,1994,48968000,9114000,26624000,2856000,12946000,36310000,5267891,5867284,10946882,15888735,15737000,5135000,195660793
VNM,VA,1995,62219000,11009000,34318000,4701000,15792000,46116000,6713357,7705378,14608535,21553717,20213000,7006000,251954988
VNM,VA,1996,75514000,15282000,41290000,6538000,17766000,52901000,7650739,8601592,16334652,23491325,23311000,8760000,297440309
VNM,VA,1997,80826000,19768000,51700000,8605000,20522000,60222000,9144069,9987340,17273863,26707338,26115000,10876000,341746610
VNM,VA,1998,93071000,24196000,61906000,10339000,20858000,68188000,10363474,11409509,19907461,30756487,30031000,12370000,393395931
VNM,VA,1999,101723000,33703000,70767000,11725000,21764000,72796000,11447390,12111732,23759494,31760077,31088000,13180000,435824694
VNM,VA,2000,108356131,42606000,81978621,13993000,23642343,77179000,12769357,13213569,25854018,33348081,32905851,13977638,479823609
VNM,VA,2001,111858150,44345167,95210966,16028054,27931000,83199834,14308133,14843747,27801887,37550291,35445072,14848132,523370432
VNM,VA,2002,123382760,46153000,110285000,18201000,31558000,92771084,15533429,16466157,30978091,42529978,38944000,16148000,582950500
VNM,VA,2003,138284977,57325855,125476076,22223996,37099816,101768782,18206150,18931560,34451300,47461262,46945129,17754694,665929597
VNM,VA,2004,155992429,72492254,145475000,29749113,44558031,117528852,23250419,22548461,40415985,54448598,53655428,19223099,779337670
VNM,VA,2005,176402000,88897000,172044821,34301000,53275913,141073529,28012618,26770284,47825212,61412570,62247625,21738267,914000839
VNM,VA,2006,198797000,99702000,205738861,39658000,64503000,166293137,33515963,30619822,55869062,70500501,71377402,24989770,1061564519
VNM,VA,2007,232585943,111700119,241629323,47109000,79712452,198652248,39093191,35879959,65861206,83321734,82117087,29107029,1246769289
VNM,VA,2008,329886480,146607000,300256085,56633000,95696442,265432914,50749247,45563924,86356366,102920314,98485847,37459510,1616047129
VNM,VA,2009,346786202,165310000,331093014,69750013,110255000,307970643,55378389,50794541,100324274,115350938,111098291,45037646,1809148950
VNM,VA,2010,396576177,204544271,279359712,76828501,132618289,250408178,62064254,55779148,116515325,131691784,128765389,51931469,1887082497
VNM,VA,2011,543960110,274321357,371241808,94716377,156076538,336967423,79134738,66476596,148452915,163107499,163045353,63941523,2461442236
VNM,VA,2012,623814586,370617260,431144069,112590993,174739087,417676033,93258114,75961049,171172266,178473189,199659213,73264369,2922370227
VNM,VA,2013,643862164,394467957,477967720,133162328,184019578,473729513,102596232,85554391,195015736,189507847,258154849,83848277,3221886592
VNM,VA,2014,696969220,426184236,518961766,161585693,201203225,535468493,112351441,92900556,207083322,202102895,293027300,94263399,3542101547
VNM,VA,2015,712460245,402869401,574201302,188957639,228101803,581133187,114557931,100795204,230148883,212882024,323091183,103353506,3772552309
VNM,VA,2016,734829892,365521796,642338498,212417039,252793823,644136885,120727815,108865033,248598444,228684361,377066042,114649915,4050629544
VNM,VA,2017,768161357,373931443,767494583,243389167,287137007,728002463,133073335,117280041,273809071,239868478,447761961,125692536,4505601442
VNM,VA,2018,813723692,408227588,886579656,278998840,323465826,811973642,149478379,127544738,295443880,253869664,504738380,135843170,4989887456
VNM,VA_Q15,1990,287992201,71633794,66853992,12332496,28257575,131264163,26619927,22433869,25074323,61258356,61434170,16883639,812038506
VNM,VA_Q15,1991,294259012,90270102,70613649,11773266,29734980,148517450,28664660,21068871,29926102,67378231,65053566,18146184,875406074
VNM,VA_Q15,1992,314499304,101230804,80303523,13439183,32929560,158621007,30205409,23994259,32875223,76409020,68265033,18968278,951740604
VNM,VA_Q15,1993,324811431,117313766,87952854,15399432,38609989,168163446,32197344,25877122,38324981,83353488,76479202,23925104,1032408157
VNM,VA_Q15,1994,335747497,141897500,96154756,16812224,45647937,183403115,34338074,27066051,46886945,90754960,85135180,26782377,1130626615
VNM,VA_Q15,1995,351867052,161063160,109181732,19920366,51444725,203160163,37683564,29962674,53546250,96745681,92171613,29166758,1235913738
VNM,VA_Q15,1996,367348955,182984564,124021722,23464119,59723834,223262830,40457873,31335346,59621168,102696663,98953579,32333160,1346203813
VNM,VA_Q15,1997,383242246,207132361,139923517,26907799,66483227,238591331,44052955,33973738,62216938,109988851,104168716,37009964,1453691644
VNM,VA_Q15,1998,396756344,236231157,154192877,30233747,66148254,249564536,45771299,35762052,65818399,116049117,109973313,39927966,1546429061
VNM,VA_Q15,1999,417510871,267789884,166511983,32558967,67738492,254672501,48675203,36814944,72396161,118463288,109369587,41256038,1633757920
VNM,VA_Q15,2000,436875446,286936861,185967243,37302809,72825653,269468099,51497511,39313354,76783369,121516327,114163105,42803387,1735453163
VNM,VA_Q15,2001,449908525,298701272,207069137,42227362,82130466,288267909,54916946,42481327,81603893,125489911,120238906,44775040,1837810694
VNM,VA_Q15,2002,468653261,301979802,231079844,47045971,90811046,309091360,58807671,45382974,87304851,130206295,127997159,46915042,1945275276
VNM,VA_Q15,2003,485626714,320896354,257733318,52650046,100424757,329455196,62037965,46643829,94249555,137061349,137015235,49944625,2073738943
VNM,VA_Q15,2004,506811782,349325679,285733913,69900992,109493694,349442595,69666959,49896628,101856235,143025564,147826143,50362196,2233342380
VNM,VA_Q15,2005,528042958,355823136,322650738,78370808,121394820,384962160,77529648,55909375,111401502,149829951,159774255,53856729,2399546082
VNM,VA_Q15,2006,548098481,348707039,365741003,86171280,134802055,421114005,86265826,59500328,120510247,160301178,172948015,57979596,2562139052
VNM,VA_Q15,2007,569777985,341035484,411001002,93888351,151179357,461993192,92939379,64193304,131165489,168523810,188005057,62767035,2736469444
VNM,VA_Q15,2008,596512819,327969474,451211914,102759708,150604611,494754645,95001109,68609575,144484542,177569688,203369395,67178577,2880026058
VNM,VA_Q15,2009,607905315,352949994,463674432,111149483,167708361,527247007,96681024,72415861,157049702,185256634,217403407,71729009,3031170230
VNM,VA_Q15,2010,610859767,342693621,362413566,114225597,175902176,391761532,99233482,71812051,167043105,187187575,232276898,75426836,2830836207
VNM,VA_Q15,2011,636724331,352641912,413436585,125822542,175437896,429856645,102767941,76407961,179482780,194302783,248397932,80281426,3015560732
VNM,VA_Q15,2012,655328861,370763369,450842485,141645378,181866242,469708312,104839221,81886337,189498183,196858568,266339502,85199952,3194776410
VNM,VA_Q15,2013,672574300,369913263,483370840,153755611,192487699,506955222,109165934,87574009,202527547,201133748,282596724,91627733,3353682629
VNM,VA_Q15,2014,695706291,378281128,519169351,170556794,205830900,542400146,113059255,94148666,214331238,206756283,302941675,97410172,3540591899
VNM,VA_Q15,2015,712460245,402869401,574201302,188957639,228101803,581133187,114557931,100795204,230148883,212882024,323091183,103353506,3772552309
VNM,VA_Q15,2016,722128975,386754625,642531257,209969828,250911983,626735935,117622579,108155650,248077481,221386715,337212731,109950020,3981437781
VNM,VA_Q15,2017,743083524,359295047,735055758,229269140,272741326,679811521,123901529,115910348,268270988,230406437,345048221,117556536,4220350376
VNM,VA_Q15,2018,771039916,348120971,830495398,251806622,297724431,733994893,134397532,124678903,290296036,240373109,364060598,123921036,4510909445
VNM,EMP,1990,23259,119,2104,110,450,2025,536,51,51,2,1033,598,30337
VNM,EMP,1991,23513,129,2242,120,496,2137,565,55,55,2,1078,623,31016
VNM,EMP,1992,23771,141,2388,130,547,2255,597,61,59,2,1124,650,31724
VNM,EMP,1993,23997,151,2522,139,602,2398,634,67,64,3,1168,675,32418
VNM,EMP,1994,24253,162,2653,149,662,2533,672,75,69,3,1210,700,33140
VNM,EMP,1995,24564,174,2780,159,737,2654,703,82,72,3,1255,712,33896
VNM,EMP,1996,24878,180,2919,134,813,2755,727,90,75,4,1288,726,34589
VNM,EMP,1997,23349,177,2896,121,890,2910,764,101,80,4,1317,750,33359
VNM,EMP,1998,24042,179,2921,126,818,3231,858,166,92,7,1418,819,34676
VNM,EMP,1999,24883,185,3181,139,930,3267,923,156,72,6,1575,588,35905
VNM,EMP,2000,24961,189,3452,150,992,3361,947,197,77,8,1716,650,36700
VNM,EMP,2001,24693,184,3655,162,1258,3483,1008,236,96,10,1870,769,37425
VNM,EMP,2002,24466,237,4167,172,1451,3987,1122,318,115,13,2214,828,39090
VNM,EMP,2003,23942,255,4426,182,1689,4500,1166,362,144,16,2514,843,40039
VNM,EMP,2004,23689,262,4550,218,1778,4884,1182,351,170,16,2978,1101,41178
VNM,EMP,2005,23563,257,5031,256,1980,5418,1290,428,186,19,3288,1059,42775
VNM,EMP,2006,24597,288,5507,182,2339,5447,1251,406,178,45,3132,1066,44439
VNM,EMP,2007,23932,299,5665,230,2372,6026,1342,487,192,54,3564,1048,45208
VNM,EMP,2008,24303,291,5999,227,2468,6408,1433,546,204,52,3509,1020,46461
VNM,EMP,2009,24606,292,6449,227,2594,6724,1426,618,230,65,3546,966,47744
VNM,EMP,2010,24279,276,6646,248,3108,7261,1417,660,255,101,3680,1119,49049
VNM,EMP,2011,24363,279,6973,246,3221,7823,1414,687,301,119,3755,1171,50352
VNM,EMP,2012,24357,286,7102,237,3272,8451,1498,762,313,148,3832,1165,51422
VNM,EMP,2013,24399,268,7267,242,3309,8779,1532,793,335,150,3935,1199,52208
VNM,EMP,2014,24409,253,7415,248,3313,8953,1535,831,352,158,4050,1228,52745
VNM,EMP,2015,23259,238,8083,266,3432,9151,1592,869,365,166,4143,1277,52840
VNM,EMP,2016,22315,236,8867,296,3800,9218,1614,879,376,180,4172,1350,53303
VNM,EMP,2017,21565,211,9316,289,4028,9394,1752,900,384,226,4295,1345,53703
VNM,EMP,2018,20465,181,9717,315,4273,10076,1774,952,423,267,4398,1407,54249
ZAF,VA,1990,12884,25384,65995,9322,9922,41841,15811,17399,16653,13740,40678,12917,282545
ZAF,VA,1991,14607,26873,73563,10300,11206,47055,18673,21066,20752,17122,49088,15587,325893
ZAF,VA,1992,13782,27934,79535,10993,12589,54824,23143,25560,24571,20273,57885,18381,369470
ZAF,VA,1993,17194,31596,87541,12274,14128,62836,24859,28704,29004,23931,67314,21374,420754
ZAF,VA,1994,21391,33773,97560,14081,15830,69544,28034,31583,32536,27549,77007,25173,474061
ZAF,VA,1995,20381,36592,112391,15328,18078,79803,32567,36594,37881,32210,87305,29681,538812
ZAF,VA,1996,25019,40717,120764,16373,20200,88332,37856,41947,43382,37182,103753,33573,609098
ZAF,VA,1997,26555,42623,132042,17567,22751,95579,42366,48029,50999,43718,116249,38174,676653
ZAF,VA,1998,26028,46752,134390,17475,22180,98078,45112,52703,54660,45454,122076,41023,705933
ZAF,VA,1999,26774,53132,140603,18094,22485,111228,49666,59180,62869,52394,130191,46293,772910
ZAF,VA,2000,28043,64484,163067,19429,23430,132108,57258,67543,69754,57534,140091,54054,876795
ZAF,VA,2001,33299,78563,181351,19633,24880,140413,63388,77410,78612,64387,149915,59038,970890
ZAF,VA,2002,45202,94361,209374,22591,26775,154221,71520,95854,92350,68121,165916,68408,1114693
ZAF,VA,2003,40467,87179,229306,25175,29657,170820,79683,108934,101702,74423,183108,77925,1208379
ZAF,VA,2004,40806,92545,247976,27303,35495,191682,92005,119688,117577,82280,199518,85075,1331951
ZAF,VA,2005,39172,107400,266515,28417,42519,208034,103085,136001,133766,92794,217329,94206,1469239
ZAF,VA,2006,42884,132843,269769,30849,49117,231999,132823,158123,156059,96804,236104,104847,1642222
ZAF,VA,2007,55762,157672,302991,33278,65631,258908,146423,164053,203470,116029,264777,115729,1884722
ZAF,VA,2008,67743,197643,341697,37779,92953,297518,159541,162910,216930,128924,309629,123923,2137190
ZAF,VA,2009,68044,200824,341658,53473,95753,317655,158838,193065,209236,145160,356819,136621,2277146
ZAF,VA,2010,65605,230350,358699,67940,95453,370580,162837,203009,232070,155109,404647,148561,2494860
ZAF,VA,2011,69105,261575,362693,86547,103835,404469,191230,211085,257877,163260,448778,163946,2724400
ZAF,VA,2012,70592,267344,381267,105731,113820,437982,221929,219254,281027,172467,485222,176244,2932879
ZAF,VA,2013,74260,288300,410670,116468,128606,473488,254368,232594,303536,181058,534550,185719,3183618
ZAF,VA,2014,82755,287488,458404,124341,139903,503804,282232,241759,319719,193057,585108,196372,3414943
ZAF,VA,2015,84592,281523,486864,136388,149344,543700,302873,252367,341381,205610,627578,212688,3624908
ZAF,VA,2016,96948,317724,524228,146565,155624,579903,313352,267833,363700,218625,683598,223458,3891559
ZAF,VA,2017,109882,343672,558957,157781,163162,625147,333617,289842,376186,237954,734073,243055,4173328
ZAF,VA,2018,106057,350882,572935,165991,170265,652744,346505,299932,388759,245907,785402,255910,4341292
ZAF,VA_Q15,1990,62057,298931,334444,95976,67107,273700,119822,81205,105059,114338,411672,109826,1977632
ZAF,VA_Q15,1991,64814,292287,319096,97830,63951,268809,117175,80805,106661,116080,415763,115005,1956759
ZAF,VA_Q15,1992,47034,296522,307896,98125,59835,261873,119115,81588,106860,116297,416652,117520,1914918
ZAF,VA_Q15,1993,58283,303118,307114,101929,55707,263090,121836,82734,107318,116795,415446,112293,1940135
ZAF,VA_Q15,1994,62864,304482,315286,107834,57317,269669,127440,84281,111230,124228,421860,118763,1998792
ZAF,VA_Q15,1995,50179,294130,334733,109640,59173,284664,140477,89738,114779,128731,426410,125933,2058400
ZAF,VA_Q15,1996,62226,291745,339416,121493,60375,295212,149121,94862,122587,138586,439785,130322,2145735
ZAF,VA_Q15,1997,62782,296769,348773,126262,62483,296676,160581,100827,128418,145205,440574,130128,2202760
ZAF,VA_Q15,1998,57575,287016,336951,114575,56946,291100,163998,104247,127231,139558,426939,133626,2149362
ZAF,VA_Q15,1999,61023,282546,338270,113803,56070,312692,172279,109238,133488,146736,423335,139066,2206072
ZAF,VA_Q15,2000,63790,278844,365021,117149,59130,337274,186165,116299,137483,149576,417533,145409,2303264
ZAF,VA_Q15,2001,61692,278452,376410,112829,62019,343510,197080,127137,147421,159267,414143,147933,2369145
ZAF,VA_Q15,2002,65722,281105,386965,116769,65624,351358,214905,147194,157297,153047,411854,151675,2458194
ZAF,VA_Q15,2003,66169,290651,381142,120214,70669,360722,228546,158564,163299,157622,421163,160357,2531323
ZAF,VA_Q15,2004,66745,295069,399838,128383,77113,380232,241348,164896,180861,164530,426735,163147,2645423
ZAF,VA_Q15,2005,68592,297974,424469,135191,86271,406857,248599,178220,192808,169508,442315,169675,2785876
ZAF,VA_Q15,2006,64835,296166,451732,139794,95260,431045,256049,196917,225302,165355,451766,177891,2939899
ZAF,VA_Q15,2007,66604,293562,474748,144215,109776,454066,271130,199614,252224,181505,477773,187093,3099199
ZAF,VA_Q15,2008,79253,276922,484029,138620,120191,460399,275124,199138,278185,189884,511175,193398,3201501
ZAF,VA_Q15,2009,77755,262723,432602,136191,130463,455267,268503,219096,268658,189063,523920,191979,3155914
ZAF,VA_Q15,2010,77518,276542,458139,139475,131412,475402,269767,222846,274009,190915,539098,192695,3248063
ZAF,VA_Q15,2011,79064,274496,472039,141607,131972,494793,278458,229276,294151,193408,562001,197454,3352368
ZAF,VA_Q15,2012,80501,266647,482191,141180,135445,514620,284990,233760,307024,197683,578884,201777,3427417
ZAF,VA_Q15,2013,84111,277207,487121,140273,141633,524948,292017,239661,318579,200553,602226,207054,3515192
ZAF,VA_Q15,2014,89869,272538,489019,138961,146633,532689,301660,246892,330338,203531,624393,210827,3583918
ZAF,VA_Q15,2015,84592,281523,486864,136388,149344,543700,302873,252367,341381,205610,627578,212688,3624908
ZAF,VA_Q15,2016,76076,270492,490928,133514,151128,552825,303802,257564,351197,207844,638254,216439,3643218
ZAF,VA_Q15,2017,92099,281864,489962,134264,150242,551246,308263,265307,351363,215742,639433,219239,3696484
ZAF,VA_Q15,2018,87717,277031,494658,135496,148382,554354,313057,269921,357709,219638,649693,221770,3723849
ZAF,EMP,1990,2961,1098,1724,220,737,2296,580,520,161,36,1152,1272,12756
ZAF,EMP,1991,2985,1100,1735,233,715,2462,597,559,173,39,1271,1381,13251
ZAF,EMP,1992,3012,1014,1709,249,745,2513,609,614,192,44,1324,1440,13465
ZAF,EMP,1993,3041,950,1694,260,818,2559,629,663,208,47,1349,1466,13686
ZAF,EMP,1994,3064,929,1706,274,868,2536,652,711,224,51,1384,1504,13902
ZAF,EMP,1995,3082,899,1709,274,909,2671,684,788,250,57,1349,1466,14137
ZAF,EMP,1996,3092,845,1636,295,899,2741,692,873,279,63,1415,1538,14368
ZAF,EMP,1997,3094,778,1669,249,909,2767,700,915,294,67,1544,1565,14551
ZAF,EMP,1998,3091,627,1733,210,872,2927,699,945,304,69,1678,1584,14738
ZAF,EMP,1999,3081,562,1798,172,768,3209,714,924,296,67,1776,1563,14932
ZAF,EMP,2000,3066,521,1907,142,780,3225,733,931,298,68,1883,1545,15099
ZAF,EMP,2001,2730,482,1890,142,719,3102,691,1010,328,74,1870,1535,14573
