"","cnt","var","year","agr","min","man","pu","con","wrt","tra","com","fin","dwe","pub","oth","tot","c_id"
"3287","PER","EMP",1999,2561.415,57.66945,1196.49,34.52208,430.1078,2344.114,666.0211,637.2699,82.66889,15.17116,2120.65,707.9408,10854.04,38
"3288","PER","EMP",2000,2768.735,102.7006,1319.788,26.28079,375.7962,2454.635,725.9666,686.4125,89.04384,16.34107,2065.317,689.4689,11320.49,38
"3289","PER","EMP",2001,2775.685,88.46326,1249.229,19.80942,438.4458,2685.796,712.6148,562.5688,72.9784,13.39279,2147.933,717.0488,11483.97,38
"3290","PER","EMP",2002,2893.514,110.2489,1226.396,28.53337,456.3191,2598.643,744.6466,641.8539,83.26354,15.28029,2192.07,731.7831,11722.55,38
"3291","PER","EMP",2003,3088.248,106.0242,1062.946,23.89001,539.0513,2793.044,780.6098,688.4076,89.30266,16.38857,2049.498,684.1879,11921.6,38
"3292","PER","EMP",2004,3072.696,152.4079,1181.677,20.96803,517.7522,2846.624,776.4357,689.1419,89.39792,16.40605,2141.921,715.0415,12220.47,38
"3293","PER","EMP",2005,3110.124,145.1937,1179.426,35.48218,526.9357,2957.974,830.2113,677.4708,87.88389,16.1282,2183.73,728.9987,12479.56,38
"3294","PER","EMP",2006,3143.803,171.9065,1192.961,31.95354,627.5646,3072.141,908.4396,777.1049,100.8088,18.50014,2140.317,714.506,12900,38
"3295","PER","EMP",2007,2848.882,175.5035,1299.823,26.54186,727.7529,3201.669,1007.87,860.4013,111.6143,20.48314,2240.876,748.0758,13269.49,38
"3296","PER","EMP",2008,2827.064,178.9893,1328.798,45.34325,778.2858,3254.339,1099.257,907.409,117.7123,21.60223,2252.641,752.0036,13563.44,38
"3297","PER","EMP",2009,2834.009,170.9447,1269.076,45.91511,875.79,3420.996,1148.101,918.8531,119.1969,21.87467,2281.051,761.4877,13867.3,38
"3298","PER","EMP",2010,2771.345,173.4225,1287.47,47.21866,997.9869,3544.576,1182.387,944.9395,122.5809,22.4957,2345.811,783.1066,14223.34,38
"3299","PER","EMP",2011,2861.937,170.7517,1267.643,48.90926,1035.703,3599.945,1223.749,978.7718,126.9697,23.30112,2429.799,811.1446,14578.63,38
"3300","PER","EMP",2012,2827.432,179.3547,1336.649,47.67448,1092.526,3743.641,1172.717,980.5363,163.0172,29.91645,2582.856,785.681,14942,38
"3301","PER","EMP",2013,2876.217,178.1334,1315.127,55.73715,1178.142,3841.014,1204.365,1048.414,162.4953,29.82068,2525.613,792.1774,15207.25,38
"3302","PER","EMP",2014,3010.908,169.5491,1254.425,62.04327,1218.68,3939.141,1266.141,1056.962,183.6051,33.6947,2599.287,765.48,15559.92,38
"3303","PER","EMP",2015,3092.134,193.0033,1270.071,66.25479,1284.357,3892.638,1348.103,1096.761,159.7165,29.31072,2610.351,845.0498,15887.75,38
"3304","PER","EMP",2016,3134.88,168.1093,1306.071,77.27815,1215.961,3917.94,1396.26,1117.135,187.0858,34.33347,2684.02,816.4678,16055.54,38
"3305","PER","EMP",2017,3114.264,172.8595,1308.812,62.06747,1158.772,4153.221,1439.125,1207.224,172.9419,31.73781,2640.188,886.2196,16347.43,38
"3306","PER","EMP",2018,3187.997,164.9193,1285.254,62.59542,1203.35,4352.107,1411.59,1248.521,193.0909,35.43549,2662.911,842.1284,16649.9,38
"3307","PHL","VA",1990,221259,20758.79,313043.1,31915.16,77419.67,206372.3,39622.71,43592.97,52478.45,77192.39,98542.41,17720.05,1199917,39
"3308","PHL","VA",1991,245557.1,21811.75,369748.7,41647.14,73911.49,240939.4,54310.17,59752.14,59932.36,91667.61,113914,21327.3,1394519,39
"3309","PHL","VA",1992,276552.2,20265.33,382506.3,46860.91,81075.76,258409.9,56556.09,62223.1,65600.84,107907.6,119769.1,24160.42,1501888,39
"3310","PHL","VA",1993,298704.8,20711.44,409138.2,52119.04,94553.79,277085.8,58390.06,64240.85,72252.72,123305.3,132463.2,27909.36,1630874,39
"3311","PHL","VA",1994,349304.7,20571.88,460883.9,64252.53,113911.4,308104.6,61688.54,67869.84,83124.5,143088.7,162816.1,32222.87,1867840,39
"3312","PHL","VA",1995,386522.5,20935.74,512889.4,70714.27,127204.5,349572.1,66244.43,72882.24,96529.45,163327.7,196817.4,37073.35,2100713,39
"3313","PHL","VA",1996,419910.8,21401.78,579763.8,81183.31,152198.4,393932.4,75237.78,82776.73,118976.3,185833.5,239022.7,43667.89,2393905,39
"3314","PHL","VA",1997,429456.7,21571.25,632329.9,94534.72,186223.3,423405.4,88553.11,97426.29,141229.5,210309.3,302811.5,51185.71,2679037,39
"3315","PHL","VA",1998,435822.8,25037.9,682172.7,111592.9,187763.2,482128.4,104036.1,114460.7,160739.7,236951.7,350613.5,61442.25,2952762,39
"3316","PHL","VA",1999,493478.8,21122,750780.5,118908.9,172771,561322.4,109046.3,141660.9,176770,256627.8,372576.8,69131.91,3244197,39
"3317","PHL","VA",2000,500110.5,22518.2,865475.3,133001.1,203931.8,625597.6,130764.6,384269.5,187138.8,48560.51,404733.2,74613.26,3580714,39
"3318","PHL","VA",2001,513410.1,22087.9,948858.8,158670.7,203574.9,686053.1,153033.4,193178.2,208623.4,284632.4,436745.4,79933.04,3888801,39
"3319","PHL","VA",2002,551897.1,40047.4,1026136,164052.8,213273.6,733158.6,164416.9,227877.6,225300.1,301454.9,464373.3,86356.86,4198345,39
"3320","PHL","VA",2003,577804.3,51064.6,1108898,173663.1,228593.9,792653.8,178067.1,276702.3,247508.7,324125.4,495082.2,93938.63,4548102,39
"3321","PHL","VA",2004,681296.3,54215.1,1214238,194241.9,255909.1,900346.9,204514.8,343614.4,280672.1,350312.6,536619.5,104455,5120435,39
"3322","PHL","VA",2005,719075.8,69608,1354042,219146.4,269079.8,1020783,225211.7,405575.8,333976.7,384482.5,565177.2,111591,5677750,39
"3323","PHL","VA",2006,775687.9,76548.28,1469360,236955.3,308212.3,1151582,242108.2,460779.1,396865.7,416989.2,615108.7,120961.3,6271157,39
"3324","PHL","VA",2007,861365.2,93905.3,1554373,253889.3,365544.8,1290068,260356.7,519252.6,449653,449047,658602.8,136663.6,6892721,39
"3325","PHL","VA",2008,1022515,95410.4,1747317,265653.3,419402.4,1437432,277997,602364.6,499924.5,498616.4,703860,150411.2,7720903,39
"3326","PHL","VA",2009,1049874,106395.7,1692665,275100.4,460426,1489034,282869.4,669923.9,544525.9,506156.4,780606.2,168566.1,8026143,39
"3327","PHL","VA",2010,1108718,128727.4,1916336,325189.5,551229.7,1709024,304428.1,724430.9,622403.5,550909.2,853017.8,209065.8,9003480,39
"3328","PHL","VA",2011,1235013,143027,2033961,334455.7,522197.4,1858088,337788.5,802433.8,684087.9,605910.8,929606.1,221762.8,9708332,39
"3329","PHL","VA",2012,1249768,121435.1,2156000,379234.7,633064.9,2049357,372331.7,867664.3,763669.2,675523.6,1026242,266797.8,10600000,39
"3330","PHL","VA",2013,1298356,115424.7,2339181,401320.7,723252.7,2263808,404022.9,964157.8,885135.6,750742.3,1104826,288183.5,11500000,39
"3331","PHL","VA",2014,1431578,130192.2,2573131,427428.9,802879.7,2457711,449099.9,1099416,988893.9,808653.4,1171506,293697.7,12600000,39
"3332","PHL","VA",2015,1366866,108109.1,2634421,439769.4,904509.9,2645770,494265.4,1222599,1063668,872065.9,1240381,329616,13300000,39
"3333","PHL","VA",2016,1398113,114684.6,2811537,461776.2,1034279,2911515,535862.1,1379145,1168611,929314.7,1377457,358053.8,14500000,39
"3334","PHL","VA",2017,1527571,133954.9,3036906,494102.3,1113606,3207347,575741.9,1500389,1297583,1009206,1542643,368546.2,15800000,39
"3335","PHL","VA",2018,1617910,146184.6,3281982,550599.4,1347556,3550807,622503.3,1564380,1461025,1109076,1782554,391625.1,17400000,39
"3336","PHL","VA_Q15",1990,777942.5,30610.18,1010621,132826.8,346705.3,785953.3,188629,165721,227115.5,121510.8,535299.5,110156.5,4433092,39
"3337","PHL","VA_Q15",1991,788604.9,29724.25,1006148,139072,292261.8,790152.7,189468.7,166458.7,220643.4,121801.4,543239.6,109977.9,4397554,39
"3338","PHL","VA_Q15",1992,791673.4,31725.18,988763.1,139989.6,300346,803160.7,192125.5,168792.9,221424,122685.2,544548.3,110598.4,4415832,39
"3339","PHL","VA_Q15",1993,808526,31934.93,996137,144072.4,317599.2,822906.9,197039.9,173110.4,226668.4,124909.9,559664,113796.9,4516366,39
"3340","PHL","VA_Q15",1994,829516.8,29704.93,1046057,164031.3,346009.5,855419.6,205405,180459.6,239074.6,128554,590233.6,118651.5,4733117,39
"3341","PHL","VA_Q15",1995,836573.5,27695.71,1116923,185362.9,368522.4,903025.4,217344.6,190949.2,256550.8,132464.6,612333.8,123789.6,4971535,39
"3342","PHL","VA_Q15",1996,868531.6,28057.26,1179244,199218.9,408669.6,952899.2,233459.8,205107.3,291874.7,137946,648432.1,129972.3,5283413,39
"3343","PHL","VA_Q15",1997,895407.7,28531.96,1229021,208814.3,474791.9,990057.6,252681.6,221994.7,329737.4,143154.9,664900.6,136242,5575336,39
"3344","PHL","VA_Q15",1998,837822.2,29321.3,1215169,215628.5,428979.3,1014310,269076.7,236398.7,344409.5,145479.5,679972.2,142587.6,5559155,39
"3345","PHL","VA_Q15",1999,918670.6,29457.88,1237179,218416.3,363456.4,1104290,272111.1,255373.5,357392.3,158072,687275.9,148561,5750256,39
"3346","PHL","VA_Q15",2000,949762.3,30241.37,1308050,233873.3,403688.9,1178747,278923.4,275466.5,364090.9,157445.9,682285.9,149913.8,6012489,39
"3347","PHL","VA_Q15",2001,982467.9,28599.58,1345759,241307.2,374371.6,1239522,282931.9,313188.1,379006,162474.8,697737.3,154199.2,6201564,39
"3348","PHL","VA_Q15",2002,1015088,46951.2,1387354,245960.7,359321,1290797,294915.8,352329.6,398487.3,172481.1,714959.3,160067.2,6438712,39
"3349","PHL","VA_Q15",2003,1062491,53110.35,1437535,264082.5,370790.1,1352943,306504.4,416346,423149.9,196501.5,735152,163577.3,6782183,39
"3350","PHL","VA_Q15",2004,1108373,50537.34,1513645,282241.2,392747.5,1454538,314298.4,509616.2,452791,251865.6,782115.6,174283,7287051,39
"3351","PHL","VA_Q15",2005,1133247,58586.06,1592091,286088.1,392251.7,1535532,307003,576535.1,500596.1,284651.4,802613.5,180381.4,7649576,39
"3352","PHL","VA_Q15",2006,1174515,58466.27,1657581,294603.2,430817.9,1626226,315659.2,622791.6,559919.3,323251.2,835324.6,189032,8088188,39
"3353","PHL","VA_Q15",2007,1230025,69362.76,1716865,310679.9,493652.3,1768827,325592.9,697493.2,616946.2,364994.2,856329.1,200529.1,8651297,39
"3354","PHL","VA_Q15",2008,1269646,68392.86,1792528,331741,528042.4,1794308,331650.9,764597.9,627779.6,431547.1,898805.1,212523,9051562,39
"3355","PHL","VA_Q15",2009,1260519,79409.55,1706430,329030.8,564154.2,1820620,324268.7,811032.6,662132,492135.7,958228.4,226389.2,9234350,39
"3356","PHL","VA_Q15",2010,1258471,88499.47,1898126,361597.8,644969.9,1973869,328674.2,849880.7,729034.7,541924.5,998753.9,245479.1,9919280,39
"3357","PHL","VA_Q15",2011,1291078,94692.08,1989245,364196.9,583098.4,2050450,352155.3,904530.2,767274.3,604030.5,1035872,259218.1,10300000,39
"3358","PHL","VA_Q15",2012,1327431,96757.5,2096572,383776,689394.4,2205600,381114.6,954954.7,830342.7,634096.8,1079605,278102.6,1.1e+07,39
"3359","PHL","VA_Q15",2013,1342586,97893.15,2313429,401829.5,755678.7,2336871,410539.2,1025809,935200.4,700957.3,1125742,292531.7,11700000,39
"3360","PHL","VA_Q15",2014,1365071,109714.5,2495577,416412.6,810176.3,2469957,455944.1,1122842,1002908,795887.7,1182907,304335.4,12500000,39
"3361","PHL","VA_Q15",2015,1366866,108109.1,2634421,439769.4,904509.9,2645770,494265.4,1222599,1063668,872065.9,1240381,329616,13300000,39
"3362","PHL","VA_Q15",2016,1350266,112359.6,2821275,479162.2,1013744,2850820,536510.1,1332431,1148101,1001440,1329840,354330.8,14300000,39
"3363","PHL","VA_Q15",2017,1403810,113877.7,3060214,495418.6,1065198,3061953,563914.7,1418773,1235704,1095379,1441344,376844.5,15300000,39
"3364","PHL","VA_Q15",2018,1416315,115313.8,3213083,522500.9,1223931,3242747,596711.5,1477188,1324941,1134810,1617609,405994,16300000,39
"3365","PHL","EMP",1990,9853.27,155.0857,2498.797,86.18642,978.0741,3320.712,964.2223,322.5678,140.7315,25.79198,1903.574,1494.829,21743.84,39
"3366","PHL","EMP",1991,10186.31,133.9377,2379.185,94.49355,1045.713,3397.41,1001.206,353.5287,156.9969,28.77296,1962.851,1588.162,22328.57,39
"3367","PHL","EMP",1992,10555.51,126.7406,2512.82,87.16112,1027.361,3477.538,1060.83,365.9365,157.4216,29.34288,2012.776,1628.613,23042.06,39
"3368","PHL","EMP",1993,10934.28,116.7102,2434.609,101.7244,1099.754,3660.704,1187.55,396.7601,164.9771,31.14316,1986.628,1606.413,23721.25,39
"3369","PHL","EMP",1994,10945.82,90.06129,2551.873,95.31675,1180.53,3774.849,1220.36,414.2047,172.6188,32.8611,2126.636,1714.044,24319.18,39
"3370","PHL","EMP",1995,11089.11,85.07051,2556.367,98.5941,1239.063,4014.244,1304.288,447.7629,186.9721,35.79193,2178.247,1755.926,24991.44,39
"3371","PHL","EMP",1996,10757.35,99.14606,2628.824,113.3547,1508.71,4235.895,1392.391,484.0504,203.174,39.00878,2299.905,1854.591,25616.4,39
"3372","PHL","EMP",1997,10678.35,107.2291,2653.784,128.4868,1588.215,4402.328,1500.529,519.8645,216.9366,41.80305,2447.432,1977.554,26262.51,39
"3373","PHL","EMP",1998,10508.6,92.82862,2763.78,134.9515,1531.364,4661.986,1664.47,558.0234,224.7348,43.90481,2655.494,2158.988,26999.12,39
"3374","PHL","EMP",1999,10806.45,88.55727,2811.887,136.627,1557.323,4818.49,1710.979,579.6925,233.0693,45.93538,2665.691,2168.955,27623.65,39
"3375","PHL","EMP",2000,10580.4,102.9441,2897.451,124.306,1570.465,5106.985,1846.321,627.253,250.6251,49.79459,2845.892,2309.514,28311.95,39
"3376","PHL","EMP",2001,10850,103.25,2905.75,118.5,1585.25,5922.75,1876.962,697.7231,292,58.5653,2616.25,2123.75,29150.75,39
"3377","PHL","EMP",2002,11121.5,113.25,2869.25,116.5,1595.75,6305.75,1915.733,727.741,311.75,61.7763,2590.5,2194.25,29923.75,39
"3378","PHL","EMP",2003,11219.25,104.25,2940.75,112,1683,6351.5,2047.333,829.2861,302.75,72.6312,2719.25,2259.75,30641.75,39
"3379","PHL","EMP",2004,11380.5,117.75,3060.75,119.5,1700.25,6677.5,2150.353,887.4975,328,78.39964,2790,2321.25,31611.75,39
"3380","PHL","EMP",2005,11628.25,125,3088,119.3333,1738.333,7007.5,2172.286,929.7561,340.75,83.45768,2833.5,1733,31799.17,39
"3381","PHL","EMP",2006,11657.94,142.0094,3084.273,122.3105,1672.325,7099.051,2204.737,941.1101,334.5765,84.37929,2839.456,2407.153,32589.32,39
"3382","PHL","EMP",2007,11785.25,148.75,3059.25,135,1778,7260.75,2302.778,1080.129,359,100.5925,3165,2589,33763.5,39
"3383","PHL","EMP",2008,12033.42,170.445,2931.654,136.356,1840.806,7397.313,2295.923,1140.842,374.979,108.4912,3102.099,2556.675,34089,39
"3384","PHL","EMP",2009,12061.33,175.31,2910.146,140.248,1893.348,7748.702,2361.455,1235.558,385.682,119.5585,3295.828,2769.898,35097.06,39
"3385","PHL","EMP",2010,11963.62,216.21,3026.94,144.14,2017.96,8071.84,2427.289,1432.926,396.385,143.7848,3495.395,2810.73,36147.22,39
"3386","PHL","EMP",2011,12273.36,223.152,3086.936,148.768,2082.752,8516.968,2471.599,1339.347,446.304,131.0544,3496.048,2863.784,37080.07,39
"3387","PHL","EMP",2012,12107.2,263.2,3120.8,150.4,2218.4,8460,2632,1466.4,451.2,188,3609.6,3045.6,37712.8,39
"3388","PHL","EMP",2013,11816.58,266.826,3163.794,152.472,2363.316,8690.904,2744.496,1562.838,457.416,190.59,3659.328,3049.44,38118,39
"3389","PHL","EMP",2014,11788.56,231.906,3208.033,115.953,2589.617,8967.032,2666.919,1623.342,502.463,154.604,3671.845,3053.429,38573.7,39
"3390","PHL","EMP",2015,11312.37,232.446,3215.503,116.223,2711.87,9026.653,2789.352,1704.604,503.633,193.705,3874.1,3060.539,38741,39
"3391","PHL","EMP",2016,11063.7,218.7765,3403.963,159.0807,3377.669,9816.487,3037.818,1949.91,513.846,193.0375,4001.322,3259.089,40994.69,39
"3392","PHL","EMP",2017,10260.87,203.3325,3481.326,148.535,3536.848,9639.465,3127.364,2118.944,506.298,185.9965,4096.984,3028.028,40333.99,39
"3393","PHL","EMP",2018,9998.247,206.5045,3625.284,148.961,3865.472,9721.353,3220.184,2262.012,540.4438,203.7055,4273.677,3087.162,41153,39
"3394","RWA","VA",1990,82708.2,368.2603,31644.96,11873.46,8435.202,13704.82,3272.109,15192.77,1748.665,22382.27,21636.66,2865.103,215832.5,40
"3395","RWA","VA",1991,79757.3,412.2293,34247.7,13127.64,7128.906,18353.35,5608.668,17616.05,5093.684,23159.26,24396.81,3495.404,232397,40
"3396","RWA","VA",1992,88334.62,397.1648,36139.76,13040.84,11260.72,21861.24,5700.038,20872.72,3343.07,28895.97,27475.93,3997.537,261319.6,40
"3397","RWA","VA",1993,105261.9,206.2757,36647.93,10694.03,12810.28,18385.62,5965.345,19198.32,2508.57,25465.82,30233.92,5684.224,273062.2,40
"3398","RWA","VA",1994,80616.08,24.60407,27677.87,7401.726,3386.12,17969.75,581.5083,3808.885,2386.445,5978.902,12446.03,2393.341,164671.3,40
"3399","RWA","VA",1995,132203,241.2373,32287.05,6230.842,10667.88,29727.34,5035.899,27622.72,2747.482,42099.96,33836.12,4208.617,326908.1,40
"3400","RWA","VA",1996,182306.8,351.5011,46895.48,10220,15470.37,27323.5,6057.351,13936.62,30668.51,15828.36,43283.71,7087.344,399429.6,40
"3401","RWA","VA",1997,231327.8,606.8999,63087.42,19506.7,19987.71,37046.71,8496.71,19349.83,49429.42,21843.09,55913.24,6552.917,533148.5,40
"3402","RWA","VA",1998,247332.4,982.9425,63210.91,29782.27,23943.26,40181.24,10613.17,49287.46,14839.27,72614.26,57936.82,5598.59,616322.5,40
"3403","RWA","VA",1999,227000,1000,63000,28000,30000,44000,15000,61000,18000,87000,64000,5000,643000,40
"3404","RWA","VA",2000,251000,1000,66000,24000,31000,48000,18000,65000,23000,92000,73000,27000,719000,40
"3405","RWA","VA",2001,277000,6000,68000,22000,35000,53000,21000,70000,22000,96000,77000,28000,775000,40
"3406","RWA","VA",2002,282000,2000,78000,22000,36000,61000,26000,74000,22000,1e+05,83000,34000,820000,40
"3407","RWA","VA",2003,380000,3000,88000,14000,43000,77000,29000,86000,30000,117000,98000,47000,1012000,40
"3408","RWA","VA",2004,465000,8000,106000,10000,58000,97000,36000,94000,37000,125000,108000,58000,1202000,40
"3409","RWA","VA",2005,553000,10000,126000,20000,70000,127000,44000,106000,41000,139000,120000,83000,1439000,40
"3410","RWA","VA",2006,592000,23000,129000,21000,83000,157000,57000,119000,49000,151000,139000,105000,1625000,40
"3411","RWA","VA",2007,635000,43000,141000,51000,105000,196000,72000,174000,59000,230000,168000,123000,1997000,40
"3412","RWA","VA",2008,753000,51000,181000,34000,155000,278000,98000,240000,65000,316000,198000,138000,2507000,40
"3413","RWA","VA",2009,896000,33000,225000,40000,176000,301000,112000,289000,65000,384000,238000,141000,2900000,40
"3414","RWA","VA",2010,949000,45000,255000,47000,198000,341000,130000,305000,82000,401000,283000,153000,3189000,40
"3415","RWA","VA",2011,1112000,102000,288000,55000,259000,384000,147000,326000,103000,422000,330000,161000,3689000,40
"3416","RWA","VA",2012,1317000,97000,331000,65000,313000,445000,182000,374000,132000,418000,416000,185000,4275000,40
"3417","RWA","VA",2013,1424000,124000,291000,73000,359000,472000,201000,398000,157000,415000,495000,214000,4623000,40
"3418","RWA","VA",2014,1572000,147000,322000,78000,392000,529000,207000,426000,159000,452000,547000,257000,5088000,40
"3419","RWA","VA",2015,1671000,132000,352000,90000,440000,581000,225000,502000,175000,486000,576000,313000,5543000,40
"3420","RWA","VA",2016,1956000,137000,388000,118000,449000,628000,257000,562000,180000,551000,635000,342000,6203000,40
"3421","RWA","VA",2017,2352000,182000,450000,126000,443000,656000,287000,698000,217000,608000,675000,382000,7076000,40
"3422","RWA","VA",2018,2378000,204000,482000,135000,508000,751000,364000,722000,238000,670000,729000,441000,7622000,40
"3423","RWA","VA_Q15",1990,831675.9,25472.75,182789.2,121468.7,70877.19,99693.1,20541.69,122196.7,12330.22,179388.5,167023.9,19363.21,1852821,40
"3424","RWA","VA_Q15",1991,728450.9,21196.87,167861.6,116075.7,52280.57,115391.8,25226.43,116751.7,31072.18,160390.9,167325.7,18420.08,1720444,40
"3425","RWA","VA_Q15",1992,750810.3,19921.02,187167.2,107402.2,75846.95,128022.8,22868.24,127580.8,18993.32,186401.9,170528.4,18873.72,1814417,40
"3426","RWA","VA_Q15",1993,726653.6,12800.76,187475.7,78769.41,71518.34,96294.05,23240.13,107333.4,12747.95,146917.5,177310.3,25204.18,1666265,40
"3427","RWA","VA_Q15",1994,480948.8,1786.882,95829.89,50632.23,14263.76,87405.96,2009.287,19644.57,11285.52,32004.55,68253.06,12212.9,876277.4,40
"3428","RWA","VA_Q15",1995,524924.5,5879.056,105051.3,26019.43,32189.7,88269.79,12905.85,89894.17,7906.442,137604.4,95804.99,9925.344,1136375,40
"3429","RWA","VA_Q15",1996,648751.3,8252.501,125133.3,38850.51,45129.9,73856.22,15797.33,43289.16,80065.99,47453.97,120574,15611.68,1262766,40
"3430","RWA","VA_Q15",1997,675216.4,14452.68,149333.6,64871.48,52321.4,87604.11,19999.93,53157.6,112954.3,57207.81,154809.6,12828.67,1454758,40
"3431","RWA","VA_Q15",1998,718877.3,22884.89,149846.9,96475.16,59207.44,92552.02,24535.2,131859.6,33332.35,184849.4,149979.3,10529.86,1674929,40
"3432","RWA","VA_Q15",1999,775567.5,19800,143790.8,94429.65,72847.68,105513.5,31718.06,165616.6,42039.11,230644.1,156165,9205.882,1847338,40
"3433","RWA","VA_Q15",2000,832606.2,27342.86,150743.2,83541.19,74790.29,117908.3,36674.01,172664.2,50837.99,237851.7,166032.5,49098.04,2000091,40
"3434","RWA","VA_Q15",2001,906022.9,74485.71,161547.1,75858.18,82560.71,125689.8,41629.96,180309,52793.3,246089,179178.5,52166.67,2178331,40
"3435","RWA","VA_Q15",2002,1057312,56571.43,169387.9,74583.16,84503.31,147732.9,48568.28,192440.8,51815.64,257415.3,191284.7,65464.05,2397080,40
"3436","RWA","VA_Q15",2003,1027448,45257.14,181676.2,68175.04,92273.73,161323,51541.85,203293.2,62569.83,271830.5,206721.7,83875.82,2455986,40
"3437","RWA","VA_Q15",2004,1040141,66942.86,217131.5,46094.74,110728.5,185871.2,61453.74,213925.5,67458.1,279038.1,216935.7,97173.2,2602894,40
"3438","RWA","VA_Q15",2005,1113324,87685.71,223493.7,40651.74,120441.5,219136.8,71365.64,233893.9,68435.75,301690.7,224719.4,129905.2,2834744,40
"3439","RWA","VA_Q15",2006,1063647,75428.57,234192,35196.81,135982.3,262328.1,88215.86,250208.6,75279.33,314046.6,243998.5,155477.1,2934001,40
"3440","RWA","VA_Q15",2007,1083313,107485.7,236976.2,37415.63,156379.7,292788.6,101101.3,278582.2,84078.21,348025.4,267846.7,176957.5,3170950,40
"3441","RWA","VA_Q15",2008,1136262,90514.29,265682.3,43909.72,200088.3,340062.1,124889.9,325689.8,85055.87,401567.8,286719.6,181049,3481490,40
"3442","RWA","VA_Q15",2009,1213167,74485.71,282772.1,50582.73,203002.2,347059.4,136784.1,352035.7,82122.91,434516.9,320227.6,170820.3,3667577,40
"3443","RWA","VA_Q15",2010,1267757,66942.86,309233,58272.87,221457,377528.6,148678.4,361612.7,100698.3,439665.3,362226.3,183094.8,3897167,40
"3444","RWA","VA_Q15",2011,1353612,99942.86,322847.4,65963.08,272936,404038.1,155616.7,362872.1,121229.1,438635.6,406017.3,182071.9,4185783,40
"3445","RWA","VA_Q15",2012,1444592,92400,354029.7,74565.98,312759.4,453277.6,184361.2,401427.8,136871.5,437605.9,479854.8,201506.5,4573253,40
"3446","RWA","VA_Q15",2013,1492283,111257.1,299467.2,80046.38,346755,476920.9,197246.7,413610.2,150558.7,440694.9,514325.7,226055.6,4749221,40
"3447","RWA","VA_Q15",2014,1593539,138600,324212.3,85529.01,380750.6,520113.8,205176.2,432922.5,155446.9,465406.8,545266.1,262879.1,5109843,40
"3448","RWA","VA_Q15",2015,1671000,132000,352000,90000,440000,581000,225000,502000,175000,486000,576000,313000,5543000,40
"3449","RWA","VA_Q15",2016,1737509,145200,374952.4,100118.6,461368.7,622560.4,242841.4,543645.9,180865.9,515860.2,622441.3,335503.3,5882867,40
"3450","RWA","VA_Q15",2017,1850925,178200,396435.1,104850.5,446799.1,636245.8,270594.7,657224.8,193575.4,541601.7,648041.9,364143.8,6288638,40
"3451","RWA","VA_Q15",2018,1958915,181971.4,438939.2,112894.3,509933.8,723266.2,319163,676506.5,213128.5,570432.2,684849.5,409150.3,6799150,40
"3452","RWA","EMP",1990,3190.771,4.157056,46.7623,3.405981,19.31841,38.28177,6.945798,4.61205,1.403811,0.0270474,12.79277,158.7455,3487.224,40
"3453","RWA","EMP",1991,3001.109,3.30155,42.92016,3.30155,14.98658,46.22171,8.665778,4.540424,3.263593,0.0379576,14.72738,132.062,3275.138,40
"3454","RWA","EMP",1992,2822.721,2.961378,47.83043,3.098763,22.86639,53.49372,7.980866,5.112311,1.840397,0.06924,17.2479,118.3331,3103.556,40
"3455","RWA","EMP",1993,2668.013,1.81616,47.88332,2.305321,22.67641,41.97196,8.239894,4.431653,1.139561,0.085658,20.60868,138.1922,2957.364,40
"3456","RWA","EMP",1994,2627.042,0.2419638,24.46273,1.50314,4.756508,39.74158,0.7237534,0.8357414,0.9306903,0.0292883,9.116228,58.55881,2767.942,40
"3457","RWA","EMP",1995,2538.913,0.7597978,26.80216,0.7835536,11.28934,41.86591,4.722815,3.940574,0.6015212,0.1976527,14.70476,41.61801,2686.199,40
"3458","RWA","EMP",1996,2535.898,1.017916,31.90848,1.186769,16.64613,36.54094,5.873048,1.955266,5.619586,0.1069869,21.2667,57.24634,2715.266,40
"3459","RWA","EMP",1997,2603.337,1.701418,38.05882,2.01012,20.2967,45.21281,7.553952,2.473949,7.313842,0.2024423,31.37772,41.1379,2800.676,40
"3460","RWA","EMP",1998,2715.437,2.571269,38.16896,3.03237,24.15571,49.82729,9.414579,6.32318,1.991109,1.02672,34.93264,29.52877,2916.409,40
"3461","RWA","EMP",1999,2810.863,2.123244,36.60651,3.010743,31.25767,59.25617,12.3647,8.183263,2.316696,2.010778,41.7985,22.57618,3032.368,40
"3462","RWA","EMP",2000,2870.716,2.798432,38.35567,2.70187,33.75075,69.07396,14.5245,8.790702,2.584582,3.254737,51.06777,105.2959,3202.915,40
"3463","RWA","EMP",2001,2934.859,7.275786,41.08238,2.488656,39.18401,76.80938,16.74998,9.45883,2.476094,5.285544,63.33101,97.83691,3296.837,40
"3464","RWA","EMP",2002,2951.492,5.274,43.053,2.482,42.18,94.175,19.85303,10.40197,2.242,8.678,77.694,107.368,3364.893,40
"3465","RWA","EMP",2003,2939.209,4.545478,47.1521,2.570353,45.65947,100.9835,21.28281,11.7852,2.926441,5.791697,81.26771,132.7944,3395.968,40
"3466","RWA","EMP",2004,2896.233,7.24346,57.54498,1.968906,54.31654,114.2515,25.63376,13.30063,3.410429,3.757452,82.54445,148.5115,3408.717,40
"3467","RWA","EMP",2005,2828.992,10.22163,60.48277,1.967248,58.56914,132.2698,30.07101,15.59639,3.739883,2.567521,82.76035,191.651,3418.889,40
