"","cnt","var","year","agr","min","man","pu","con","wrt","tra","com","fin","dwe","pub","oth","tot","c_id"
"1","ARG","VA",1990,8316.566,2709.652,43778.9,4174.59,6444.1,19509.69,5723.032,7537.731,3118.391,3746.632,11014.62,4417.406,120491.3,1
"2","ARG","VA",1991,18047.87,5130.28,104598.1,9189.441,17711.97,52132.43,14933.63,20373.43,8428.576,10126.62,33673.89,13504.88,307851.1,1
"3","ARG","VA",1992,20187.2,5594.654,117573.2,12033.09,25484.85,63449.61,18576.51,28097.5,11624.05,13965.87,44329.28,17778.22,378694,1
"4","ARG","VA",1993,20859.08,5867.889,124613.8,13786.67,33096.38,68999.87,20633.54,33558.52,13883.3,16680.27,51019.36,20461.27,423460,1
"5","ARG","VA",1994,22466.1,6355.075,132514.9,14604.94,35366.1,75152.15,23341.59,32498.1,13444.6,16153.19,54846.58,21510.59,448253.9,1
"6","ARG","VA",1995,23708.59,8049.104,128553.4,15321.47,33148.46,72343.64,24375.7,35616.68,14734.77,17703.28,55901.28,21077.92,450534.3,1
"7","ARG","VA",1996,26217.89,9796.816,137858.9,15685.44,33427.24,78212.92,26219.13,35481.2,14678.72,17635.94,56016.73,21737.71,472968.6,1
"8","ARG","VA",1997,26257.48,9370.311,154205,16492.62,37266.16,86254.43,29353.13,36507.85,15103.45,18146.24,58006.67,22729.81,509693.2,1
"9","ARG","VA",1998,26961.27,7172.597,154043.8,17450.11,40519.03,88210.88,31192.76,40141.68,16606.78,19952.44,60472.18,22712.91,525436.5,1
"10","ARG","VA",1999,21700.58,7776.15,138917.3,18385.09,37976.81,80120.8,30034.87,41566.22,17196.12,20660.5,63399.75,22654.1,500388.3,1
"11","ARG","VA",2000,22836.38,11807.52,135414.8,19736.75,32886.85,77097.65,30868.3,41564.34,17195.34,20659.57,65242.08,23098.29,498407.9,1
"12","ARG","VA",2001,21076.79,11075.25,124913.3,18981.47,28658.27,70483.31,29251.65,49662.8,20545.71,24684.91,64150.24,22746.99,486230.7,1
"13","ARG","VA",2002,54777.75,31066.6,183730.5,16045.17,19491.71,70891.15,29563.21,59389.93,24569.86,29519.79,61679.79,18871.87,599597.3,1
"14","ARG","VA",2003,66660.17,34150.74,244181.7,18367.09,28495.32,86772.16,38335.33,49380.46,20428.9,24544.57,67173.27,21506.37,699996.1,1
"15","ARG","VA",2004,74084.15,39163.81,288271.7,20890.23,42662.91,102529.2,47989.19,61507.6,25445.96,30572.38,75477.32,26017.3,834611.8,1
"16","ARG","VA",2005,82463.79,45963.51,332043.1,24031.54,54217.82,125732,56069.67,77039.22,31249.53,34262.37,95928.61,31467.37,990468.6,1
"17","ARG","VA",2006,91136.23,64814.85,395647.9,28173.71,71213.16,156462.3,67203.5,99467.81,38816.05,38065.91,120562.7,39676.28,1211240,1
"18","ARG","VA",2007,123348.8,68136.76,475383.4,35959.35,90433.9,202323.4,83084.82,132343.3,48962.05,42852.12,156278.9,48613.41,1507720,1
"19","ARG","VA",2008,154837.7,76767.06,592400,42723.5,116288,261870.3,102566.8,170965,61679.39,51766.98,211479.5,62925.02,1906269,1
"20","ARG","VA",2009,134787.4,84908.52,610100.2,47239.7,107895.6,273421.3,104843.6,200221.8,70776.32,61450.88,271996.9,75823.62,2043466,1
"21","ARG","VA",2010,212602.4,107176.8,830075.1,58902.38,150346.3,371698.5,140249.5,253608.5,87426.13,72121.73,347335,96170.53,2727713,1
"22","ARG","VA",2011,271983.3,129575.6,1094095,69994,207136.7,494923.1,180814.4,332404.4,114557.4,82767.84,476216.9,125209.6,3579679,1
"23","ARG","VA",2012,288148.8,154038.1,1279239,79986.76,239702.6,603742.6,212631.6,407318.3,154700.6,101033.7,616746.3,160210.7,4297499,1
"24","ARG","VA",2013,373321.8,183519.7,1602556,90313.22,302843.8,762629.7,280594.9,512588.5,195364.5,122517.3,793367.6,204404,5424021,1
"25","ARG","VA",2014,543656.9,278985.4,2178265,117849.7,402617.4,1028279,396145.1,671960.9,268646.2,155271.2,1091956,269554,7403186,1
"26","ARG","VA",2015,574184,309734.7,2686796,148686.3,507073.3,1475003,482055.2,902191.6,340437.7,205877.1,1509774,359892.1,9501705,1
"27","ARG","VA",2016,900898.3,432535.1,3636745,280914,590450.9,2018542,673305.5,1228554,517487.8,296091.9,2080766,488805.1,13100000,1
"28","ARG","VA",2017,1057367,507784,4458416,396713.9,840124,2626075,901787.1,1678397,683933.6,410065,2716435,637046,16900000,1
"29","ARG","VA",2018,1637320,911676.4,6203219,757238,1108480,3486472,1322735,2266316,970951.9,582349.3,3481934,820622.7,23500000,1
"30","ARG","VA_Q15",1990,302391.4,179963.9,1372372,47078.3,188191.8,654200.4,165402.5,293376.5,126231.2,109689.7,701225.3,183109.7,4323232,1
"31","ARG","VA_Q15",1991,314779.3,185195.8,1512840,48644.36,245951.3,755162.2,182146.2,333299.5,143408.9,124616.4,722091.6,188558.4,4756694,1
"32","ARG","VA_Q15",1992,315446.9,205815.9,1687958,52908.88,289081.5,837260.6,204555.8,358062.4,154063.6,133875,757931.2,197917.2,5194877,1
"33","ARG","VA_Q15",1993,323161.6,226282.1,1766373,58787.64,320517.8,866024,215342.9,393673.1,169385.8,147189.3,789730.9,206221,5482689,1
"34","ARG","VA_Q15",1994,347308.6,257399.3,1845853,65157.42,338968.6,924305.5,237484.7,461014.8,198360.9,172367.5,790943.5,217330.8,5856495,1
"35","ARG","VA_Q15",1995,366844.3,299595.5,1713605,69999.64,297738.6,855218.6,241565,455273.4,195890.6,170220.9,800986.9,215244.4,5682183,1
"36","ARG","VA_Q15",1996,362623.6,313166.4,1824165,72836.78,322877.7,922704,258269.4,508398.4,218748.7,190083.6,820492.2,219442.3,6033808,1
"37","ARG","VA_Q15",1997,364295.7,315317.5,1991102,78789.6,376414.7,1023121,287223.2,571370.9,245843.9,213628.3,836321.1,239899.2,6543327,1
"38","ARG","VA_Q15",1998,396100.9,303231.1,2027913,84803.79,409107.3,1057940,312663.4,660259.7,284090.1,246862.6,841768,248288.2,6873028,1
"39","ARG","VA_Q15",1999,405879.8,293316.2,1867122,87852.93,376972.4,985175.5,308604.9,661724.4,284720.3,247410.3,865164.2,248307.1,6632250,1
"40","ARG","VA_Q15",2000,398757.5,313040.7,1795738,93636.64,341846.7,961418.7,313951.7,674775.5,290335.8,252289.9,880980.5,251869.4,6568641,1
"41","ARG","VA_Q15",2001,402951.2,327638.1,1663536,94681.38,302188.8,886464.8,299597.3,621633.6,267470.4,232420.8,882827.8,249448.9,6230859,1
"42","ARG","VA_Q15",2002,393745.5,315378.2,1481292,91810.49,201257.4,737817,275811.9,514128.9,221214.3,192226.2,878068.8,224882,5527633,1
"43","ARG","VA_Q15",2003,420803,327119.4,1717813,98179.36,270431.3,823889.6,298482.4,452925.7,194880.5,169343.1,896641.1,235348.8,5905857,1
"44","ARG","VA_Q15",2004,414373.5,325740.7,1923539,104605.8,349948.9,926284,338624.2,438094.5,188499,163797.9,919200.5,256853.4,6349561,1
"45","ARG","VA_Q15",2005,468036.2,322170.8,2069778,110637.6,387528.2,1026435,375168.8,508373.4,207640.6,166876.2,999236.3,277058.8,6918940,1
"46","ARG","VA_Q15",2006,475993.4,339472.2,2258109,114705.7,438425.8,1136840,403746,588509.1,234600.1,170941,1033423,304262.1,7499027,1
"47","ARG","VA_Q15",2007,521766.6,332089,2431308,118593.5,490561,1268596,440031,675317.3,268169.5,175379.2,1104097,322285.4,8148193,1
"48","ARG","VA_Q15",2008,511315.2,328529,2494964,123589.1,518257.9,1326272,441472.3,745948,283168.9,179962.7,1159930,338039.8,8451448,1
"49","ARG","VA_Q15",2009,420669.8,327357.2,2321173,122927.1,417287.6,1234443,406720.8,744050.9,276944.7,183887.5,1226879,338280.1,8020620,1
"50","ARG","VA_Q15",2010,531366.8,332760.4,2598004,126484.8,483243.5,1379365,463401.6,797023.4,279914.7,188494.2,1286815,352770.9,8819644,1
"51","ARG","VA_Q15",2011,528035.6,313686.8,2813148,132578.1,536912.9,1514709,486722.5,850907.1,308542,191677.8,1339422,362504.6,9378846,1
"52","ARG","VA_Q15",2012,486721.3,310804,2744036,137926.9,514151.9,1485927,469538.2,858454.4,330630.2,196158.1,1377127,366788.6,9278264,1
"53","ARG","VA_Q15",2013,531295.3,300296.9,2795073,139337,513199.8,1517130,482333,872272.4,346340.5,199677.9,1425301,367318.9,9489577,1
"54","ARG","VA_Q15",2014,545536.7,305055.3,2658672,142133.5,494736.1,1426399,471658.4,877980.6,336370.4,203118.2,1444393,360189.3,9266242,1
"55","ARG","VA_Q15",2015,574184,309734.7,2686796,148686.3,507073.3,1475003,482055.2,902191.6,340437.7,205877.1,1509774,359892.1,9501705,1
"56","ARG","VA_Q15",2016,567639.1,290433.6,2561192,151661.4,445036.4,1440494,492834.6,917047,330831.8,208908,1488680,356067.1,9250825,1
"57","ARG","VA_Q15",2017,587791.1,281009.6,2627102,149158.8,500340.9,1473202,516513.1,939430.9,346680.4,212214,1529496,359486.4,9522425,1
"58","ARG","VA_Q15",2018,537608.3,284323.8,2513463,148786.1,501299.9,1423223,503070.4,936031.7,359619.9,215737.3,1506232,358770.5,9288165,1
"59","ARG","EMP",1990,1247.64,25.29594,2031.536,189.0996,789.4859,2203.297,685.5626,698.0767,98.97867,51.32223,2430.737,1360.448,11811.48,1
"60","ARG","EMP",1991,1252.993,25.70057,2054.256,187.1611,782.8426,2291.582,711.404,728.1986,103.2496,53.53678,2564.464,1435.293,12190.68,1
"61","ARG","EMP",1992,1233.487,27.8459,2089.049,184.4439,778.0905,2365.418,765.1606,731.1201,103.6638,53.75156,2599.181,1454.723,12385.93,1
"62","ARG","EMP",1993,1223.159,24.77492,1992.482,190.5042,645.7085,2464.006,831.5006,831.1325,117.8443,61.10443,2540.766,1422.03,12345.01,1
"63","ARG","EMP",1994,1214.585,30.10848,1929.685,203.3097,615.204,2332.018,928.5914,949.4578,134.6214,69.80364,2570.261,1438.538,12416.18,1
"64","ARG","EMP",1995,1169.944,28.30874,1690.296,178.6049,727.2552,2142.087,872.7884,946.4283,134.1919,69.58091,2485.006,1390.822,11835.31,1
"65","ARG","EMP",1996,1151.396,28.95332,1652.134,186.3259,768.8611,2218.542,883.8289,1013.316,143.6757,74.49848,2574.675,1441.008,12137.21,1
"66","ARG","EMP",1997,1147.595,29.84569,1759.35,215.3745,759.5301,2271.15,942.1321,1092.11,154.8478,80.29137,2763.56,1546.724,12762.51,1
"67","ARG","EMP",1998,1137.672,26.897,1731.335,242.0098,757.6895,2473.323,988.8372,1172.261,166.2122,86.18403,2929.259,1639.463,13351.14,1
"68","ARG","EMP",1999,1118.715,22.77048,1633.909,239.7189,714.4343,2457.114,1039.904,1297.577,183.9804,95.39716,2986.342,1671.412,13461.27,1
"69","ARG","EMP",2000,1091.429,22.77132,1575.131,227.3235,702.2065,2554.383,1062.909,1299.661,184.276,95.55043,3066.464,1716.255,13598.36,1
"70","ARG","EMP",2001,1062.422,26.14305,1521.151,206.5541,759.2145,2537.105,1016.508,1268.592,179.8706,93.26618,3099.764,1734.892,13505.48,1
"71","ARG","EMP",2002,1062.056,28.05857,1420.925,168.7839,648.6325,2337.776,935.0437,1228.082,174.1269,90.28797,3550.174,1768.718,13412.66,1
"72","ARG","EMP",2003,1015.346,36.22406,1587.3,179.5761,790.665,2616.501,875.6919,1276.206,180.9503,93.826,3722.676,1694.139,14069.1,1
"73","ARG","EMP",2004,1032.855,43.34845,1789.484,170.7592,932.4279,2912.879,983.0675,1326.058,188.0187,97.49111,3708.692,1811.777,14996.86,1
"74","ARG","EMP",2005,1056.436,41.38099,1834.472,194.6468,1075.695,2988.439,1009.702,1501.894,212.95,110.4184,3724.881,1998.675,15749.59,1
"75","ARG","EMP",2006,1058.452,49.65354,1918.226,180.9277,1113.617,3085.438,1016.628,1639.509,232.4621,120.5358,3862.165,2020.509,16298.12,1
"76","ARG","EMP",2007,1069.256,49.52432,2008.551,211.0382,1224.575,3134.106,1117.22,1782.575,252.7471,131.054,3875.131,2105.636,16961.41,1
"77","ARG","EMP",2008,1083.715,53.66347,2030.246,239.9497,1242.643,3290.064,1170.327,1791.763,254.0499,131.7295,4000.202,2081.897,17370.25,1
"78","ARG","EMP",2009,1074.455,51.92848,1931.652,214.4159,1263.54,3252.328,1156.698,1896.275,268.8684,139.4132,4167.646,2144.836,17562.05,1
"79","ARG","EMP",2010,1088.624,60.918,2046.299,231.232,1263.956,3383.231,1187.487,1957.427,277.539,143.909,4228.407,2207.717,18076.75,1
"80","ARG","EMP",2011,1075.586,66.25965,2110.696,288.4391,1358.347,3451.486,1205.696,1940.625,290.7402,150.7541,4391.746,2157.656,18488.03,1
"81","ARG","EMP",2012,1066.081,67.57987,2104.593,259.2978,1376.086,3478.576,1270.332,1878.642,305.8218,158.5741,4621.707,2204,18791.29,1
"82","ARG","EMP",2013,1032.812,67.93286,2159.414,269.1025,1396.084,3449.941,1301.084,1949.654,275.7907,143.0025,4780.248,2299.351,19124.42,1
"83","ARG","EMP",2014,1073.997,67.48039,2167.722,291.2139,1428.861,3423.585,1293.214,1932.044,272.8835,141.495,4953.854,2336.702,19383.05,1
"84","ARG","EMP",2015,1187.342,59.12483,2203.511,324.5224,1459.566,3440.319,1382.215,1895.699,286.9509,148.7892,5075.564,2390.846,19854.45,1
"85","ARG","EMP",2016,1023.568,62.51316,2117.538,269.2875,1473.133,3590.893,1231.991,2113.77,260.3834,135.0135,5105.725,2339.359,19723.17,1
"86","ARG","EMP",2017,1044.979,51.31251,2056.657,262.1569,1494.851,3702.398,1255.493,2229.233,282.9936,146.7373,5192.454,2314.394,20033.66,1
"87","ARG","EMP",2018,1034.484,61.58732,1972.947,303.5948,1513.15,3818.035,1235.358,2145.147,294.0771,152.4843,5224.877,2379.327,20135.07,1
"88","BFA","VA",1990,231760.2,35148.15,171778.9,4963.636,27443.05,158426.5,8491.748,22276.15,12746.89,135771.4,175443.9,34170.84,1018421,2
"89","BFA","VA",1991,258766.2,32895.06,162845.8,4894.697,30977.38,153602,7897.573,21341,13421.96,141259.9,184673,35981.89,1048556,2
"90","BFA","VA",1992,251400.9,31092.59,175440,6066.667,30838.78,153732.4,8145.146,21979.87,13759.5,146557,184947.1,36017.87,1059978,2
"91","BFA","VA",1993,268979.4,27487.65,173829.1,7031.818,31115.99,155166.7,8813.592,23416.3,13878.63,148680.4,186317.7,36270,1080987,2
"92","BFA","VA",1994,340471.5,38753.09,184958.8,10478.79,44837.51,197413.7,10373.3,27490.22,16152.54,168535,175000,36270,1250734,2
"93","BFA","VA",1995,387412.8,37851.85,221423.4,11375,42065.49,201847.1,10942.72,29137.29,17395.46,181866.3,190700,43586,1375603,2
"94","BFA","VA",1996,472751.6,41456.79,235774.9,10961.36,40610.17,209018.6,13121.36,34128,18734.01,200967.5,204100,47306,1528930,2
"95","BFA","VA",1997,473340.8,46864.2,275754.2,11581.82,45530.52,214495.1,15448.54,39400.62,20175.57,203217.6,212000,52018,1609827,2
"96","BFA","VA",1998,594131.1,33345.68,306800.3,13029.55,41372.48,223192.3,16463.59,42090.31,21728.06,218726.2,232300,54994,1798174,2
"97","BFA","VA",1999,568500,36500,337700,18200,76300,239400,20400,50600,23400,229800,295700,55000,1951500,2
"98","BFA","VA",2000,525200,38500,323700,18700,80100,256500,25400,57000,21500,230600,346600,55700,1979500,2
"99","BFA","VA",2001,629000,41900,349100,19800,71500,273700,23500,63200,27700,235200,397400,57100,2189100,2
"100","BFA","VA",2002,662700,51000,373200,20800,73500,297500,26300,67800,33300,241900,420900,58400,2327300,2
"101","BFA","VA",2003,713700,75200,428500,25400,92900,326100,29500,73500,35300,254000,425700,61300,2541100,2
"102","BFA","VA",2004,672200,81900,435300,26100,108100,372400,32500,90100,36300,261100,451800,64000,2631800,2
"103","BFA","VA",2005,867600,83300,432300,28200,109700,401400,40600,104800,49000,272500,486400,66600,2942400,2
"104","BFA","VA",2006,863000,54900,480400,31600,134500,466300,44100,116200,53300,286400,561900,69100,3161700,2
"105","BFA","VA",2007,797100,102900,523300,36900,159900,501000,48200,140100,55800,293700,652000,71300,3382200,2
"106","BFA","VA",2008,1151400,94100,548500,40700,182800,559800,58100,146900,64000,303100,673700,73900,3897000,2
"107","BFA","VA",2009,1031400,184600,602200,45100,188400,593300,60500,161600,67200,348700,714100,86500,4083600,2
"108","BFA","VA",2010,1207700,402200,607300,46200,247700,595400,65200,178600,68400,354800,729300,88500,4591300,2
"109","BFA","VA",2011,1311800,619400,661100,45100,289600,689500,67900,188100,75900,365000,827100,90500,5231000,2
"110","BFA","VA",2012,1523500,737900,663300,38200,283700,744200,94000,253500,82700,373500,927100,92600,5814200,2
"111","BFA","VA",2013,1569800,592700,675300,38500,293400,811800,96000,243400,108200,383600,986400,94700,5893800,2
"112","BFA","VA",2014,1631200,627900,757000,41900,289500,794500,100300,258400,119600,394700,1115000,96800,6226800,2
"113","BFA","VA",2015,1583300,599000,812900,57100,234400,874900,78700,268100,115000,404400,1172200,98900,6298900,2
"114","BFA","VA",2016,1651100,699300,845000,72800,276200,868000,101900,311200,137500,414000,1308900,101100,6787000,2
"115","BFA","VA",2017,1755400,792900,867500,75000,311000,918100,114700,343400,160500,425300,1546300,103300,7413400,2
"116","BFA","VA",2018,1947865,859181.2,866062.4,78669.45,321307.6,988257,122225.9,343599.8,187117.1,462453.3,1771500,105600,8053839,2
"117","BFA","VA_Q15",1990,540915.4,130576.6,245298,9503.68,31626.42,281795.1,23742.51,22737.19,11649.31,175535.6,353500.1,62317.16,1889197,2
"118","BFA","VA_Q15",1991,652566.6,112654.3,225386.2,10257.94,34146.13,266720.3,20738.67,21482.76,12097.36,180116.8,360747.5,62555.7,1959470,2
"119","BFA","VA_Q15",1992,669199.3,117775,235345.5,10635.07,32514.21,260602.2,20088.33,21605.94,12110.16,182479.8,350264.5,59694.17,1972314,2
"120","BFA","VA_Q15",1993,734845.2,133136.9,226009.3,11087.63,31378.97,256782.1,20415.3,22989.22,12199.77,184892.7,342098.7,57304.97,2033141,2
"121","BFA","VA_Q15",1994,738738,224028.5,233080.3,11540.18,43248.98,318931.4,22567.19,19588.12,10305.16,152112.4,311518.6,54629,2140288,2
"122","BFA","VA_Q15",1995,785804.9,211226.9,270446,12671.57,38809.62,318343.4,22358.54,23588.97,12609.41,186497.2,329113.1,62582.6,2274052,2
"123","BFA","VA_Q15",1996,884362.2,213787.2,276927.2,13501.26,35836.66,321819.2,25179.95,23076.68,11342.07,172126.8,341496.4,64752.08,2384208,2
"124","BFA","VA_Q15",1997,849858.3,215067.3,338694.7,14858.93,38430.36,322402.1,27843.34,29177.83,13377.5,190621.3,343896.4,67876.91,2452105,2
"125","BFA","VA_Q15",1998,990528.2,93451.88,355281.9,17498.84,33401.24,327501.4,27868.67,34010.99,15720.16,223871.1,365333.6,68409.22,2552877,2
"126","BFA","VA_Q15",1999,1024324,103693.2,402503,19912.47,58918.92,342934.9,32432.43,45138.49,18690.1,259661,417764.9,65221.82,2791196,2
"127","BFA","VA_Q15",2000,970794.8,110632.2,375522,19936.03,63320.16,377317,34417.34,47917.84,18614.72,259684.7,485296.7,66051.92,2829505,2
"128","BFA","VA_Q15",2001,1050083,116066.5,400803.7,20475.7,64183.12,390672,34711.96,55669.53,23415.05,263973.1,552969.8,67237.77,3040262,2
"129","BFA","VA_Q15",2002,1040345,134920.6,425541.6,20213.8,63746.75,421595.2,34023.29,60869.99,27228.13,266703.4,584334,67237.77,3146760,2
"130","BFA","VA_Q15",2003,1136465,185679,470879.1,24612.4,70807.93,451753,39544.24,65465.24,30017.01,280044.1,582356.1,70676.74,3408300,2
"131","BFA","VA_Q15",2004,1077244,201228.5,482594.2,26337.03,82962.39,509345.2,46628.41,76151.58,33394.66,288189.8,618806.3,73167.03,3516049,2
"132","BFA","VA_Q15",2005,1210042,218062.8,505614,28398.79,85636.22,563278.4,49633.25,90189.32,45328.4,301105,671362.5,76250.24,3844901,2
"133","BFA","VA_Q15",2006,1229345,141860.5,547776.5,31663.33,104506.6,649720.1,55471.7,97488.59,50521.33,308620.7,761922.9,76606,4055503,2
"134","BFA","VA_Q15",2007,1165351,246172.2,591968.3,35790.49,114870.7,675735,59950.25,117567.9,52492.94,315467.2,784810.3,78740.53,4238917,2
"135","BFA","VA_Q15",2008,1354588,203679.7,574947.6,42977.82,120580.5,679809.5,66704.94,123303.5,60093.9,323134.3,790461.5,82060.91,4422342,2
"136","BFA","VA_Q15",2009,1214841,325000,596237.6,46590.91,133144.9,744828.8,70677.57,133585.5,63696.68,338543.7,797949.3,84669.78,4549766,2
"137","BFA","VA_Q15",2010,1391359,449385.5,609127.4,48682.82,159088,726181,73258.43,167906,65580.06,352333.7,798373.2,89887.53,4931163,2
"138","BFA","VA_Q15",2011,1359378,529401.7,654554.5,54337.35,185166.2,766316.2,79788.48,198884,74411.76,361744.3,863644.5,91666.31,5219294,2
"139","BFA","VA_Q15",2012,1474831,513857.9,652854.3,49163.45,183032.3,801652.4,99576.27,266713.4,82043.65,370168.5,902637.8,92852.16,5489383,2
"140","BFA","VA_Q15",2013,1566667,558097.9,675300,47589.62,179779.4,840918.4,103448.3,255508.2,109182.6,380933.5,951944.5,94275.18,5763644,2
"141","BFA","VA_Q15",2014,1636108,626646.7,763104.8,48105.63,182996.2,833473.6,109737.4,266845.1,120080.3,394700,1046178,97476.98,6125453,2
"142","BFA","VA_Q15",2015,1583300,599000,812900,57100,234400,874900,78700,268100,115000,404400,1172200,98900,6298900,2
"143","BFA","VA_Q15",2016,1649451,621600,830875.1,70406.19,264306.2,866152.1,91967.51,306058,136544.2,414000,1292429,100441.6,6644231,2
"144","BFA","VA_Q15",2017,1629898,733487.5,852161.1,73746.31,288229.8,891106.7,102870,339272.3,153148.9,425725.7,1458716,101983.2,7050345,2
"145","BFA","VA_Q15",2018,1791115,821074.1,846574.6,76445.75,299762.2,944361.2,109042.2,337593.1,179298.3,464317.9,1605506,103643.4,7578734,2
"146","BFA","EMP",1990,3494.886,3.642048,115.6572,1.243626,16.61129,166.4682,16.78835,2.042451,0.1529531,0.025964,124.5403,16.07831,3958.137,2
"147","BFA","EMP",1991,3596.273,3.761986,119.466,1.284581,17.15833,171.9503,17.34121,2.109712,0.1579901,0.026819,128.6416,16.60779,4074.78,2
"148","BFA","EMP",1992,3703.932,3.880827,123.2399,1.32516,17.70036,177.3822,17.88902,2.176357,0.1629809,0.0276662,132.7053,17.13243,4197.554,2
"149","BFA","EMP",1993,3815.771,3.959729,125.7455,1.352103,18.06023,180.9886,18.25273,2.220605,0.1662946,0.0282287,135.4034,17.48076,4319.43,2
"150","BFA","EMP",1994,4129.7,4.1,130.2,1.4,18.7,187.4,18.89932,2.299269,0.1721854,0.0292287,140.2,18.1,4651.2,2
"151","BFA","EMP",1995,4184.965,5.007694,126.3254,1.820467,20.03103,200.3705,19.73086,2.683219,0.2701538,0.0399195,137.0255,21.01657,4719.286,2
"152","BFA","EMP",1996,4218.226,6.116341,122.5662,2.367214,21.45681,214.2388,20.59899,3.150556,0.4238634,0.0545205,133.9228,24.4031,4767.525,2
"153","BFA","EMP",1997,4247.575,7.470431,118.9188,3.078167,22.98406,229.067,21.50531,3.721799,0.6650291,0.0744621,130.8904,28.33532,4814.285,2
"154","BFA","EMP",1998,4280.753,9.1243,115.3799,4.002643,24.62003,244.9214,22.45152,4.422748,1.043411,0.1016976,127.9266,32.90117,4867.649,2
"155","BFA","EMP",1999,4283.794,11.14432,111.9464,5.204771,26.37244,261.8732,23.43935,5.285862,1.637081,0.1388948,125.03,38.20274,4894.069,2
"156","BFA","EMP",2000,4297.533,13.61154,108.615,6.767937,28.24958,279.9983,24.47065,6.352,2.568532,0.1896974,122.1989,44.35858,4934.914,2
"157","BFA","EMP",2001,4293.392,16.62499,105.3828,8.800574,30.26034,299.3779,25.54732,7.672618,4.02995,0.2590816,119.432,51.50636,4962.286,2
"158","BFA","EMP",2002,4269.831,20.30557,102.2467,11.44368,32.41421,320.0988,26.67137,9.312541,6.322873,0.3538441,116.7277,59.8059,4975.534,2
"159","BFA","EMP",2003,4211.21,24.801,99.204,14.8806,34.7214,342.2538,27.84487,11.35346,9.9204,0.4832671,114.0846,69.4428,4960.2,2
"160","BFA","EMP",2004,4171.885,24.1219,123.1656,10.77744,41.23994,370.9378,22.21341,10.69647,8.072381,0.3691035,120.3195,78.74289,4982.542,2
"161","BFA","EMP",2005,4131.184,23.4614,152.9149,7.805681,48.98227,402.0258,17.72088,10.11505,6.56862,0.281909,126.8952,89.28848,5017.244,2
"162","BFA","EMP",2006,4059.209,22.81898,189.8498,5.653352,58.17813,435.7192,14.13694,9.597401,5.344987,0.2153128,133.8302,101.2464,5035.8,2
"163","BFA","EMP",2007,4228.321,22.74144,191.6044,5.646903,56.19675,444.6883,17.46888,11.92826,6.438701,0.2731735,129.7333,109.0358,5224.077,2
"164","BFA","EMP",2008,4437.492,22.66417,193.3752,5.640461,54.28286,453.8419,21.58612,14.8256,7.756217,0.346583,125.7617,117.4246,5454.997,2
"165","BFA","EMP",2009,4508.54,22.58715,195.1623,5.634027,52.43415,463.184,26.67376,18.42718,9.343328,0.4397198,121.9117,126.4587,5550.796,2
"166","BFA","EMP",2010,4557.23,22.5104,196.966,5.6276,50.6484,472.7184,32.9605,22.90428,11.2552,0.557885,118.1796,136.1879,5627.747,2
"167","BFA","EMP",2011,4217.223,48.0709,263.8569,6.018481,71.26669,575.8679,36.79024,24.54533,9.963223,0.5441653,127.5242,164.2951,5545.966,2
"168","BFA","EMP",2012,3833.73,102.6553,353.4644,6.436513,100.2784,701.525,41.06495,26.30465,8.819551,0.5307829,137.6077,198.2033,5510.621,2
"169","BFA","EMP",2013,3428.893,219.2201,473.5032,6.883579,141.1004,854.6012,45.83636,28.19079,7.807161,0.5177296,148.4885,239.1096,5594.151,2
"170","BFA","EMP",2014,3060.987,468.1439,634.308,7.361698,198.5405,1041.079,51.16216,30.21295,6.910982,0.5049973,160.2296,288.4584,5947.9,2
"171","BFA","EMP",2015,3125.201,416.7413,657.3259,7.439335,189.3764,1144.038,58.45752,46.52,8.534429,0.8369636,185.8329,277.9713,6118.274,2
"172","BFA","EMP",2016,3199.4,373.7717,681.5192,7.579168,180.7676,1248.999,66.32717,71.34688,10.30755,1.383232,216.7511,266.9449,6325.097,2
"173","BFA","EMP",2017,3264.105,334.4629,705.0177,7.711953,172.6888,1363.603,75.37432,109.6735,12.53091,2.291119,254.5363,255.6193,6557.615,2
"174","BFA","EMP",2018,3311.611,300.2081,726.1358,7.837893,165.958,1483.699,85.36807,167.7603,15.19378,3.772248,285.3182,244.1378,6797,2
"175","BGD","VA",1990,328426.4,11949.03,133527.1,17928.82,48632.68,133817.7,81756.87,40852.55,22767.6,55598.01,72851.79,116818.3,1064927,3
"176","BGD","VA",1991,363235.1,13693.06,150697.7,20545.63,53315.45,148292.3,106412.1,46105.6,25206.53,61553.83,80655.89,129332.2,1199045,3
"177","BGD","VA",1992,377544.8,15715.1,170921.5,23579.59,60455.24,160541.8,118366.2,50966.65,27838.75,67981.66,89078.47,142837.9,1305828,3
"178","BGD","VA",1993,352560.3,18987.52,191495.5,25678.1,64554.87,170033.7,125957.4,55903.23,30632.99,74665.38,101665.4,154755.6,1366890,3
"179","BGD","VA",1994,372456.7,20469.83,212605.9,27792.39,71281.35,185675.7,132143.4,63039.21,34081.2,82501.8,110605.3,165887,1478540,3
"180","BGD","VA",1995,429794.1,23077.31,238962.4,29846.17,83073.04,213732.7,139802.5,69718.59,38157.9,90064.49,119829,178135.8,1654194,3
"181","BGD","VA",1996,455952.2,24940.64,262151,31588.12,94238.44,233519.2,148899.1,80343.22,42756.07,103877.6,129514.6,194780.5,1802561,3
